,compound,date,handle,negative,neutral,positive,text,tweets_ago
377,0.0,Mon Jul 02 00:47:44 +0000 2018,@FoxNews,0.0,1.0,0.0,"$45,000-per-year private school in uproar over plan to 'segregate' students by race https://t.co/GayeAO77b7",77
378,-0.2023,Mon Jul 02 00:42:00 +0000 2018,@FoxNews,0.13,0.87,0.0,Florida professor charged with stalking student; allegedly sent 800 texts in 1 day https://t.co/Vt7Szk4icG,78
379,0.0,Mon Jul 02 00:37:07 +0000 2018,@FoxNews,0.0,1.0,0.0,"Blindfolded, bound bodies found hanging at home in India https://t.co/9Af466XIn6",79
380,-0.7717,Mon Jul 02 00:29:52 +0000 2018,@FoxNews,0.427,0.573,0.0,"Illegal immigrant arrested for starting wildfire in Colorado, police say https://t.co/NvMUF9d334",80
381,0.5106,Mon Jul 02 00:25:18 +0000 2018,@FoxNews,0.0,0.784,0.216,BREAKING: LeBron James signs massive free agent deal with Los Angeles Lakers   https://t.co/AHR2X6rNzQ,81
382,0.0,Mon Jul 02 00:20:49 +0000 2018,@FoxNews,0.0,1.0,0.0,".@MagicJohnson on telling his wife he had HIV: ""That was the hardest thing I ever had to do, was to drive home and… https://t.co/PydYNVznRh",82
383,0.0,Mon Jul 02 00:13:27 +0000 2018,@FoxNews,0.0,1.0,0.0,"""Somebody's already called Dr. J, somebody's already called Big E, I'm gonna call you Magic."" 

On #OBJECTified,… https://t.co/3cWgNVv4xA",83
384,0.0,Mon Jul 02 00:09:03 +0000 2018,@FoxNews,0.0,1.0,0.0,".@MagicJohnson on making it to the NBA: ""I thought it would happen because I was putting the work in, I was putting… https://t.co/dldo4uG2A0",84
385,0.0,Mon Jul 02 00:00:00 +0000 2018,@FoxNews,0.0,1.0,0.0,RIGHT NOW: An all-new season of 'OBJECTified' premieres with NBA legend @MagicJohnson! Tune in to Fox News Channel! https://t.co/gJhucUyc5l,85
386,-0.3089,Sun Jul 01 23:58:46 +0000 2018,@FoxNews,0.101,0.899,0.0,"In an op-ed, Peggy Grande discusses her former boss, President Ronald Reagan and how he ""never engaged in the polit… https://t.co/UdhAXIrcRW",86
387,0.0,Sun Jul 01 23:50:14 +0000 2018,@FoxNews,0.0,1.0,0.0,"German ‘Stonehenge’ site reveals 10 dismembered bodies of women, children https://t.co/HYTt7IUAhn",87
388,0.0,Sun Jul 01 23:42:36 +0000 2018,@FoxNews,0.0,1.0,0.0,".@MoElleithee on calls to abolish ICE: ""Reform, I think, makes sense. Abolition, I think, takes the spotlight off o… https://t.co/mPbSNU8c75",88
389,0.3412,Sun Jul 01 23:39:24 +0000 2018,@FoxNews,0.0,0.853,0.147,"During an interview Sunday, @RepMaxineWaters said she won't be intimidated by the comments President… https://t.co/BaoEj5W1hx",89
390,0.8439,Sun Jul 01 23:30:11 +0000 2018,@FoxNews,0.0,0.638,0.362,"Leonard Leo on picking a new Supreme Court justice: ""The most important thing here is a record showing fairness, so… https://t.co/Ur51aT0OiM",90
391,0.4391,Sun Jul 01 23:14:38 +0000 2018,@FoxNews,0.0,0.862,0.138,".@AmbJohnBolton: ""We've seen how the North Koreans have behaved before. The president has been very clear he's not… https://t.co/3LYjC3WixI",91
392,0.0,Sun Jul 01 23:12:59 +0000 2018,@FoxNews,0.0,1.0,0.0,".@AmbJohnBolton on Trump, Putin meeting: ""[@POTUS] wants to understand the Russian position and perhaps more import… https://t.co/IptAInyy4A",92
393,0.2716,Sun Jul 01 23:08:05 +0000 2018,@FoxNews,0.0,0.896,0.104,".@AmbJohnBolton on Trump, Putin meeting: ""It's very important to have this bilateral meeting, not on the margins of… https://t.co/Dpo9aH19ck",93
394,0.0,Sun Jul 01 23:01:08 +0000 2018,@FoxNews,0.0,1.0,0.0,An all-new season of 'OBJECTified' premieres tonight with NBA legend @MagicJohnson! Tune in to Fox News Channel at… https://t.co/MPIgKKlpO3,94
395,-0.34,Sun Jul 01 23:00:49 +0000 2018,@FoxNews,0.207,0.657,0.136,"On @foxandfriends, @THEHermanCain claimed that ""the Democratic Party has a leadership crisis and a messaging crisis… https://t.co/jqK1kebGRa",95
396,-0.5267,Sun Jul 01 22:52:57 +0000 2018,@FoxNews,0.306,0.694,0.0,Battling the despair of opioid addiction in an unexpected place https://t.co/1Xe02jqBzB https://t.co/0SU1Hd5hjy,96
397,0.1779,Sun Jul 01 22:42:48 +0000 2018,@FoxNews,0.107,0.756,0.138,U.S. intelligence officials believe North Korea has been deceiving the U.S. when it comes to their nuclear program.… https://t.co/DnQdC7F1w4,97
398,0.1511,Sun Jul 01 22:36:56 +0000 2018,@FoxNews,0.0,0.874,0.126,".@RepMaxineWaters 'surprised' by fellow Democrats' rebukes, says Trump won't intimidate her https://t.co/5GNQKnRtqY",98
399,0.0,Sun Jul 01 22:31:46 +0000 2018,@FoxNews,0.0,1.0,0.0,.@realDonaldTrump crashes wedding at Bedminster golf club https://t.co/mEtiUXyJRk,99
400,0.7351,Mon Jul 02 08:00:07 +0000 2018,@nytimes,0.0,0.744,0.256,"RT @nytimesworld: ""France loves Simone Veil,"" President Emmanuel Macron said in tribute to the Holocaust survivor and women's rights champi…",0
401,0.0,Mon Jul 02 07:44:00 +0000 2018,@nytimes,0.0,1.0,0.0,"Starting at the age of 1, ""ghetto children"" must be separated from their families for at least 25 hours a week, not… https://t.co/9G8QxbvwVW",1
402,0.3182,Mon Jul 02 07:30:14 +0000 2018,@nytimes,0.0,0.909,0.091,RT @nytimesworld: Hong Kong was returned to China in 1997 with the promise that it could maintain its own political and economic systems fo…,2
403,0.0,Mon Jul 02 07:10:40 +0000 2018,@nytimes,0.0,1.0,0.0,5 Cheap(ish) Things to Get You Started With Trail Running https://t.co/hKuUlnrdmr,3
404,-0.25,Mon Jul 02 07:07:21 +0000 2018,@nytimes,0.186,0.711,0.103,"In its loving, fierce specificity, this book on how to die invites not just awe or dread, but curiosity. https://t.co/nOtV3daJLk",4
405,0.4404,Mon Jul 02 06:51:16 +0000 2018,@nytimes,0.0,0.838,0.162,"Long Beach offers good food, cultural diversity, a thriving LGBT community, and some unparalleled wildlife viewing… https://t.co/gH98D5EwoS",5
406,-0.5994,Mon Jul 02 06:35:01 +0000 2018,@nytimes,0.197,0.803,0.0,"In @NYTOpinion,

Emma Brockes writes, ""There are no fights about who should get up in the middle of the night, beca… https://t.co/yUT5bbkivS",6
407,0.34,Mon Jul 02 06:18:48 +0000 2018,@nytimes,0.066,0.802,0.132,His folksy manner delivers down-home truths: Don’t get swept up in trendy investments; pay off your debts; analyze… https://t.co/8OOP1TA1mm,7
408,0.296,Mon Jul 02 06:02:47 +0000 2018,@nytimes,0.0,0.872,0.128,Our 5 Frugal Traveler columnists share all the tips they've collected over the past 25 years https://t.co/cGnd27bDf3,8
409,0.3612,Mon Jul 02 05:45:09 +0000 2018,@nytimes,0.0,0.828,0.172,"“I promised her,” he said, “that we would be buried together.”
Oh.
https://t.co/iKGDcgu4gs",9
410,-0.1695,Mon Jul 02 05:27:51 +0000 2018,@nytimes,0.07,0.93,0.0,"If you know the big twist in ""Bao,"" the Pixar short running with ""Incredibles 2,"" you might not be surprised to hea… https://t.co/ZecFSM7Wja",10
411,0.0,Mon Jul 02 05:10:55 +0000 2018,@nytimes,0.0,1.0,0.0,"Picking a bag? First, figure out your travel personality. https://t.co/9WdtlGQhAQ",11
412,0.0772,Mon Jul 02 04:54:20 +0000 2018,@nytimes,0.0,0.933,0.067,"Parents, we want to hear about the strategies you use to get through the summer when school's out https://t.co/Mpu8cC6UQ7",12
413,0.0,Mon Jul 02 04:36:44 +0000 2018,@nytimes,0.0,1.0,0.0,"Deal to Return Dell to Public Trading, but Still in Its Founder’s Hands https://t.co/6wCMlijVuy",13
414,0.0,Mon Jul 02 04:27:33 +0000 2018,@nytimes,0.0,1.0,0.0,"109 musicians. 3 conductors. It's one of the 20th century’s most monumental pieces of music, and it's ""irritatingly… https://t.co/JZZU6sX6cq",14
415,0.4404,Mon Jul 02 04:10:52 +0000 2018,@nytimes,0.0,0.818,0.182,London bumblebees may be faring better than their cousins on the English countryside https://t.co/It4f9GVDqx,15
416,0.6369,Mon Jul 02 03:54:12 +0000 2018,@nytimes,0.0,0.769,0.231,"The future of tech is screen-less, and it could be glorious, says Farhad Manjoo https://t.co/2Zfuq9IIrD",16
417,-0.4404,Mon Jul 02 03:38:32 +0000 2018,@nytimes,0.266,0.734,0.0,"In Denmark, Harsh New Laws for Immigrant ‘Ghettos’ https://t.co/LFccEAv9NV",17
418,0.0,Mon Jul 02 03:29:06 +0000 2018,@nytimes,0.0,1.0,0.0,Angela Merkel Seemed to Get a Reprieve Over Migrants. It Didn’t Last. https://t.co/2HHNkLxkAR,18
419,0.0,Mon Jul 02 03:13:09 +0000 2018,@nytimes,0.0,1.0,0.0,"Meet the 26-year-old who writes @MTA alerts that tell subway riders of delays, and why they're happening https://t.co/ataCAGTUwB",19
420,0.0,Mon Jul 02 02:55:20 +0000 2018,@nytimes,0.0,1.0,0.0,"Sven, the reindeer from ""Frozen,"" almost didn’t make it to Broadway. Here’s how a puppeteer brought him to life. https://t.co/FdpEEF3tjw",20
421,0.0,Mon Jul 02 02:40:45 +0000 2018,@nytimes,0.0,1.0,0.0,"The creators of an anonymous Instagram account called Diet Madison Avenue, which solicited reports of sexual miscon… https://t.co/AgMwmjAwcF",21
422,0.0,Mon Jul 02 02:25:31 +0000 2018,@nytimes,0.0,1.0,0.0,"A neighbor called the police on a 12-year-old boy mowing grass. “If they would have been four white children, the p… https://t.co/zKgyPJoGra",22
423,0.5719,Mon Jul 02 02:08:46 +0000 2018,@nytimes,0.0,0.748,0.252,Leftist Wins Mexico Presidency in Landslide With Mandate to Reshape Nation https://t.co/oFaNWHTZHP,23
424,0.802,Mon Jul 02 02:01:39 +0000 2018,@nytimes,0.0,0.687,0.313,"Keeping cool indoors? Here are the best movies and TV shows coming to Netflix, Amazon, Hulu and HBO in July. https://t.co/HxoQVsRJMc",24
425,0.0,Mon Jul 02 01:52:45 +0000 2018,@nytimes,0.0,1.0,0.0,"Breaking News: Andrés Manuel López Obrador, Mexico’s leftist presidential candidate, was handed a resounding victor… https://t.co/LwLjjdXOPN",25
426,0.34,Mon Jul 02 01:43:33 +0000 2018,@nytimes,0.0,0.876,0.124,A South Carolina woman has been nicknamed Pool Patrol Paula after a widely shared video showed her accosting a blac… https://t.co/RW5BDuIJxl,26
427,0.0,Mon Jul 02 01:26:49 +0000 2018,@nytimes,0.0,1.0,0.0,Man Faces Arson Charge in Connection With Colorado Wildfire https://t.co/a0EeYt2GkA,27
428,0.5267,Mon Jul 02 01:24:18 +0000 2018,@nytimes,0.093,0.664,0.243,"Did the earliest mammals retain their testicles, like elephants, or did they let their family jewels drop? https://t.co/WN4s8EFI9w",28
429,0.0,Mon Jul 02 01:08:11 +0000 2018,@nytimes,0.0,1.0,0.0,"Adrian Piper hasn’t set foot in the U.S. since 2006. In 2012, she “retired from being black.” https://t.co/faJwUuTbWw",29
430,0.0,Mon Jul 02 00:50:49 +0000 2018,@nytimes,0.0,1.0,0.0,LeBron James Heading West in Deal With Lakers https://t.co/30Po9MOsHX,30
431,0.0258,Mon Jul 02 00:35:47 +0000 2018,@nytimes,0.155,0.683,0.161,"As Bolton Says North Korea Could Disarm in a Year, Reality Lags Promises https://t.co/SBaSLruGSE",31
432,0.0,Mon Jul 02 00:28:35 +0000 2018,@nytimes,0.0,1.0,0.0,"Scott Rogowsky hasn’t had a real vacation since last July. And even on Sundays, he can’t let down his ""HQties."" https://t.co/M0YNXSMwHl",32
433,-0.2023,Mon Jul 02 00:08:47 +0000 2018,@nytimes,0.091,0.909,0.0,Immigrant families are being charged thousands of dollars in airfare to get children out of federally contracted mi… https://t.co/bLARuUROQn,33
434,0.0,Sun Jul 01 23:52:21 +0000 2018,@nytimes,0.0,1.0,0.0,"San Francisco offers a case study of how high housing costs alter the economics of everything else, including resta… https://t.co/bPbxuxil1M",34
435,0.4927,Sun Jul 01 23:35:20 +0000 2018,@nytimes,0.0,0.827,0.173,"In more than 20 of the most competitive House races of 2018, the share of Democrats voting in primaries notably inc… https://t.co/Y7kFqS4WdP",35
436,-0.9112,Sun Jul 01 23:18:42 +0000 2018,@nytimes,0.391,0.609,0.0,Most of the victims of the suicide bombing in Jalalabad — including 17 of those killed — were from the minority Sik… https://t.co/W4WgW3kcnr,36
437,0.7351,Sun Jul 01 23:00:06 +0000 2018,@nytimes,0.0,0.721,0.279,"""France loves Simone Veil,"" President Macron said in tribute to the Holocaust survivor and women's rights champion… https://t.co/nTp9gNiST6",37
438,-0.3612,Sun Jul 01 22:45:37 +0000 2018,@nytimes,0.185,0.815,0.0,What is costs to be smuggled across the U.S. border https://t.co/OQlNxi8DB6 https://t.co/VcvM59UwTF,38
439,0.0,Sun Jul 01 22:30:07 +0000 2018,@nytimes,0.0,1.0,0.0,"Meet the 26-year-old who writes @MTA alerts that tell subway riders of delays, and why they're happening https://t.co/BR6IgZet9S",39
440,0.0,Sun Jul 01 22:15:07 +0000 2018,@nytimes,0.0,1.0,0.0,"The creators of an anonymous Instagram account called Diet Madison Avenue, which solicited reports of sexual miscon… https://t.co/9V7BFnycXC",40
441,0.0,Sun Jul 01 22:07:07 +0000 2018,@nytimes,0.0,1.0,0.0,High schools across the country have pushed back this year against student journalists who have reported on sensiti… https://t.co/LXkZ5zyM9Q,41
442,-0.6486,Sun Jul 01 22:07:01 +0000 2018,@nytimes,0.17,0.83,0.0,"11 members of a family were found dead at their home near New Delhi, most of them hanged from the ceiling, blindfol… https://t.co/Ikz1PrOP1D",42
443,0.0,Sun Jul 01 22:06:55 +0000 2018,@nytimes,0.0,1.0,0.0,The Summer of Josh Brolin swelters on https://t.co/LM7h6Pzr7n,43
444,-0.5719,Sun Jul 01 22:06:39 +0000 2018,@nytimes,0.242,0.685,0.073,"In Opinion

Op-Ed contributor Avi Klein writes, ""Shame is the emotional weapon that allows patriarchal behaviors to… https://t.co/KJ50k4r3hb",44
445,0.9169,Sun Jul 01 21:24:10 +0000 2018,@nytimes,0.0,0.502,0.498,"A grateful nation honors a great woman: The remains of Simone Veil, Holocaust survivor and women's rights champion,… https://t.co/u5nfezapvY",45
446,0.5719,Sun Jul 01 21:00:05 +0000 2018,@nytimes,0.0,0.773,0.227,"Donald Ritchie, one of the world’s top ultrarunners, set more than a dozen records traversing distances better suit… https://t.co/bXaTKHFzQH",46
447,0.802,Sun Jul 01 20:53:37 +0000 2018,@nytimes,0.0,0.69,0.31,"Liliane Montevecchi, a French-born actress, singer and dancer, won a Tony Award for her showstopping role as the pr… https://t.co/eiYrXXcaXB",47
448,-0.7269,Sun Jul 01 20:47:49 +0000 2018,@nytimes,0.253,0.747,0.0,"Croatia beat Denmark in the World Cup. Next they’ll face Russia, which defeated Spain on penalty kicks in a stunnin… https://t.co/kXOb1GVpcZ",48
449,0.4404,Sun Jul 01 20:45:07 +0000 2018,@nytimes,0.0,0.854,0.146,"At The Mount Sinai Hospital, therapists are working on normalizing life for young patients. Their creative treatmen… https://t.co/ksgNvamcwP",49
450,0.0,Sun Jul 01 20:36:31 +0000 2018,@nytimes,0.0,1.0,0.0,"Here comes the lottery of penalties. We’ll give you all the action, kick by kick. https://t.co/cpdn7wUDya",50
451,-0.2023,Sun Jul 01 20:30:09 +0000 2018,@nytimes,0.091,0.909,0.0,Immigrant families are being charged thousands of dollars in airfare to get children out of federally contracted mi… https://t.co/BfaEQWbBdh,51
452,0.2023,Sun Jul 01 20:15:05 +0000 2018,@nytimes,0.0,0.833,0.167,"Here are the week’s top stories, and a look ahead https://t.co/GZBfnFOxdW",52
453,0.0,Sun Jul 01 20:07:04 +0000 2018,@nytimes,0.0,1.0,0.0,"“You get rid of ICE, you’re going to have a country that you’re going to be afraid to walk out of your house,” Pres… https://t.co/5uUvK0E6Iz",53
454,0.0,Sun Jul 01 20:00:17 +0000 2018,@nytimes,0.0,1.0,0.0,Here are some ideas for what to cook this week https://t.co/IaAXTQXAec,54
455,0.0,Sun Jul 01 19:45:05 +0000 2018,@nytimes,0.155,0.69,0.155,"The travel ban covering people from 7 countries, upheld by the Supreme Court, includes provisions for exceptions. B… https://t.co/xHm0x8GoEE",55
456,0.34,Sun Jul 01 19:30:16 +0000 2018,@nytimes,0.0,0.876,0.124,A South Carolina woman has been nicknamed Pool Patrol Paula after a widely shared video showed her accosting a blac… https://t.co/00GDZrj3jM,56
457,0.0,Sun Jul 01 19:15:07 +0000 2018,@nytimes,0.0,1.0,0.0,FEMA's temporary sheltering assistance program was scheduled to end Saturday night. For Puerto Rican families livin… https://t.co/BoSM4Yhfw8,57
458,-0.2223,Sun Jul 01 19:00:09 +0000 2018,@nytimes,0.19,0.688,0.122,"“I’m not 20. I don’t want to be 20, but I’m really freaking cool. That’s what I think about when I’m posting a phot… https://t.co/dttTdmf1HM",58
459,-0.6249,Sun Jul 01 18:45:05 +0000 2018,@nytimes,0.242,0.758,0.0,Thousands turned out Saturday to criticize the separation and detention of migrant families who crossed the border… https://t.co/iAlJLR9TrQ,59
460,-0.1027,Sun Jul 01 18:30:06 +0000 2018,@nytimes,0.092,0.833,0.075,These photos from the World Cup group stage are missing one important element – the ball. See if you can guess wher… https://t.co/XYw0FsCb2j,60
461,0.0,Sun Jul 01 18:19:15 +0000 2018,@nytimes,0.0,1.0,0.0,Denmark and Croatia are tied 1-1 early in the first half https://t.co/Gm4vrsM9xN,61
462,0.802,Sun Jul 01 18:15:04 +0000 2018,@nytimes,0.0,0.687,0.313,"Keeping cool indoors? Here are the best movies and TV shows coming to Netflix, Amazon, Hulu and HBO in July. https://t.co/EALJnBYEy1",62
463,-0.7964,Sun Jul 01 18:00:06 +0000 2018,@nytimes,0.262,0.738,0.0,5 people died and more than 200 were sickened in an outbreak of E. coli connected to romaine lettuce that started i… https://t.co/3weUXf8jOv,63
464,0.0516,Sun Jul 01 17:45:07 +0000 2018,@nytimes,0.082,0.824,0.094,"4 leaders in 5 years? In a challenging time for performing-arts organizations, Lincoln Center has been challenged b… https://t.co/jRLRI8T4tf",64
465,-0.4927,Sun Jul 01 17:30:02 +0000 2018,@nytimes,0.176,0.824,0.0,Dozens of candidates assassinated. Scores more intimidated into dropping their bids for elected office. Politicians… https://t.co/X8BPTjowhW,65
466,0.6705,Sun Jul 01 17:15:08 +0000 2018,@nytimes,0.0,0.744,0.256,"Senator Susan Collins, a moderate Maine Republican whose vote could prove decisive in filling the Supreme Court’s v… https://t.co/pW0oqKz25S",66
467,-0.1531,Sun Jul 01 17:00:04 +0000 2018,@nytimes,0.205,0.667,0.129,"Musicians who support the Boycott, Divestment and Sanctions movement to protest Israel are running into difficultie… https://t.co/LampIvpgn2",67
468,-0.128,Sun Jul 01 16:46:37 +0000 2018,@nytimes,0.149,0.724,0.127,"Russia was considered one of the weakest teams in the tournament, and Spain one of the favorites https://t.co/4SBUOszYKg",68
469,0.3818,Sun Jul 01 16:45:07 +0000 2018,@nytimes,0.0,0.874,0.126,"When Humphrey Bogart and Ingrid Bergman kissed there in ""Casablanca,"" Rick's Cafe was not real. It is now. https://t.co/mTACoTwbmO",69
470,-0.7269,Sun Jul 01 16:44:36 +0000 2018,@nytimes,0.289,0.711,0.0,Russia defeated Spain in penalty kicks to advance to the quarterfinals of the 2018 World Cup https://t.co/cQ9XmYGkgv,70
471,-0.4588,Sun Jul 01 16:38:19 +0000 2018,@nytimes,0.158,0.842,0.0,This World Cup knockout matchup between Spain and Russia — tied 1-1 — has gone to penalty kicks https://t.co/XnglP72NVv,71
472,0.34,Sun Jul 01 16:30:03 +0000 2018,@nytimes,0.0,0.888,0.112,"They stood up and said #MeToo. But what happened after these women and men shared their long-secret stories? 

Here… https://t.co/EDhmiHNq9J",72
473,0.6908,Sun Jul 01 16:15:06 +0000 2018,@nytimes,0.0,0.769,0.231,"In 2011, Fox News gave Donald Trump a perch. Now as president, it’s his bullhorn, his safe haven and a talent pool… https://t.co/Nfv4BTaXvC",73
474,-0.4019,Sun Jul 01 16:00:14 +0000 2018,@nytimes,0.231,0.769,0.0,"Of the 9 injured in the mass stabbing, 6 were children https://t.co/QNoLxPF704",74
475,-0.6705,Sun Jul 01 15:55:37 +0000 2018,@nytimes,0.216,0.784,0.0,"Extra time. Spain has struggled to find an attack and are tied with Russia, 1-1, in this World Cup knockout match https://t.co/xliPkgQDgU",75
476,0.0,Sun Jul 01 15:45:10 +0000 2018,@nytimes,0.0,1.0,0.0,Thousands of Hong Kong residents marched to observe the 21st anniversary of the territory’s return to China from Br… https://t.co/2ngSPQ3YmS,76
477,-0.5994,Sun Jul 01 15:30:11 +0000 2018,@nytimes,0.187,0.813,0.0,The death toll on was particularly high even in a country where deadly crashes are all too common https://t.co/3mpMP5qdzB,77
478,0.0,Sun Jul 01 15:15:06 +0000 2018,@nytimes,0.0,1.0,0.0,President Trump said he “watched ICE liberate towns from the grasp of MS-13.” Here’s a fact-check. https://t.co/CGITaCnpdx,78
479,-0.1027,Sun Jul 01 15:00:12 +0000 2018,@nytimes,0.142,0.737,0.121,Mexico's 4 presidential contenders have all offered themselves as the solution to the country’s myriad problems https://t.co/etA11q2Mgt,79
480,-0.4588,Sun Jul 01 14:45:17 +0000 2018,@nytimes,0.188,0.812,0.0,"Russia tied the game with Spain, 1-1, on a penalty kick by Artem Dzyuba https://t.co/zngvmWqQMw",80
481,-0.4588,Sun Jul 01 14:30:08 +0000 2018,@nytimes,0.211,0.789,0.0,"In Opinion

Op-Ed contributor Cleuci de Oliveira writes, ""Neymar’s words revealed the tricky, often contradictory w… https://t.co/4iOxWjm86k",81
482,0.6124,Sun Jul 01 14:20:07 +0000 2018,@nytimes,0.0,0.783,0.217,A record number of women won Nevada’s primaries in June. And there is now a possibility for the Legislature to have… https://t.co/kGhl03Sb8u,82
483,0.0,Sun Jul 01 14:10:02 +0000 2018,@nytimes,0.0,1.0,0.0,"A neighbor called the police on a 12-year-old boy mowing grass. “If they would have been four white children, the p… https://t.co/EsCFu5V4Fw",83
484,0.3818,Sun Jul 01 14:10:00 +0000 2018,@nytimes,0.0,0.843,0.157,California banning soda taxes? A new strategy by the soda industry is stunning some lawmakers. https://t.co/OvtLWZMxFK,84
485,-0.6486,Sun Jul 01 13:51:01 +0000 2018,@nytimes,0.323,0.677,0.0,11 Family Members Are Found Dead Near New Delhi https://t.co/UJ7WxoSCBb,85
486,0.6908,Sun Jul 01 13:49:39 +0000 2018,@nytimes,0.0,0.737,0.263,Canada’s reckoning with its treatment of Indigenous peoples has been ongoing. Hockey plays a role in celebrating th… https://t.co/hpoANkSVP8,86
487,0.0,Sun Jul 01 13:33:08 +0000 2018,@nytimes,0.0,1.0,0.0,Spain vs. Russia: World Cup 2018 Live https://t.co/9MuPvjKa1b,87
488,0.5267,Sun Jul 01 13:27:36 +0000 2018,@nytimes,0.0,0.833,0.167,"According to conventional wisdom, audiences for documentaries live on the coasts and vote Democratic. But these are… https://t.co/UY4VOveCY7",88
489,0.0,Sun Jul 01 13:10:05 +0000 2018,@nytimes,0.0,1.0,0.0,"20 people who stepped forward and said #MeToo told us, in their own words, what came after they spoke up.… https://t.co/zp91npQpLd",89
490,-0.1779,Sun Jul 01 13:01:03 +0000 2018,@nytimes,0.136,0.755,0.109,Spain’s World Cup began in disarray after its coach was fired 24 hours before the tournament. Thanks to a mix of re… https://t.co/IhlbIUq4MC,90
491,-0.34,Sun Jul 01 12:43:22 +0000 2018,@nytimes,0.107,0.893,0.0,"In 2014, he left Columbia University for an ISIS camp in Syria. It was a mistake: “I was surrounded by emptiness,”… https://t.co/owtpb0mZnk",91
492,-0.4404,Sun Jul 01 12:24:37 +0000 2018,@nytimes,0.162,0.838,0.0,Atlantic City's decline was steep and painful. Can sports betting spur a turnaround on the Boardwalk? https://t.co/VyVcY0HmMm,92
493,0.0,Sun Jul 01 12:08:21 +0000 2018,@nytimes,0.0,1.0,0.0,"More than 7,600 players have skated in the NHL in the 100 years of its history. Only about 80 have been of Indigeno… https://t.co/6gwTrGdv3o",93
494,0.1901,Sun Jul 01 11:52:12 +0000 2018,@nytimes,0.0,0.911,0.089,"U.S. politicians talk a lot about the importance of families, but their policies don't match up to their words https://t.co/m3bk8mHuWh",94
495,0.0,Sun Jul 01 11:34:04 +0000 2018,@nytimes,0.0,1.0,0.0,"A new version of the 1040 income tax form may be postcard-size, but smaller is not necessarily simpler https://t.co/dt8PdwPlRD",95
496,0.0,Sun Jul 01 11:17:31 +0000 2018,@nytimes,0.0,1.0,0.0,The Call of the American Lotus https://t.co/dpduT2pcOx,96
497,0.296,Sun Jul 01 11:03:23 +0000 2018,@nytimes,0.0,0.901,0.099,"""These Timehops have become a key part of the routine by which, each morning, I try to restore my sense of self"" https://t.co/IoK1ZCWfyY",97
498,0.0,Sun Jul 01 10:45:03 +0000 2018,@nytimes,0.0,1.0,0.0,"Video from local Syrian activists showed crowds gathered at the border chanting ""Jordan, open the border!"" https://t.co/4UaIDiyg6V",98
499,0.0,Sun Jul 01 10:26:59 +0000 2018,@nytimes,0.0,1.0,0.0,Encounters: Playboi Carti Conquers the Paris Runway https://t.co/KkC76vzqoT,99
